text,negative,positive,type
RTEdijital RTErdogan ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Afghanistan Taliban Kabul bjkbvb BaarlarDortmund kpss2021 KoleOlmayacaz Exxenspor,1,0,negative
RTErdogan ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx Pakistan Afghanistan Taliban Kashmir Kabul,12,0,negative
RTErdogan ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx iPhone 13 AFR Kabul,1,0,negative
Rambo is looking for his handler please NoPawsLeftBehind KSAnimalRescue OperationHercules Kabul Afghanistan Military Dogs MWD Rambo Animals,1,0,negative
RealHughJackman WomenforWomen ZainabSalbi Afghanistan terror stories Pakistan accountable for WarCrimes of ISI TalibanTerrorists SaveGenocide NationalUprisingAgainstTaliban PanjshirGenocide Kabul POTUS VP NATO EUCommission UNHRC UN EmmanuelMacron RedCross Support AmrullahSaleh2 AhmadMassoud01,1,1,negative
Reason of US defeat in Afghanistan Warlord Amrullah Saleh crying for losing his wealth 65 Million captured by Taliban All US tax payer money Than you US Army Taliban Afghanistan Kabul Afghan biden AmrullahSaleh America USA USArmy USOpen2021,1,1,negative
Reasonable Certainty what does that even mean Isis facilitator is that even in anyones lexicon We kill facilitators now People to make easy We Drone facilitators with reasonable certaintyK We strike cars not knowing who is driving Kabul Afghanistan DroneStrike,2,0,negative
Rechard313 ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx iPhone 13 Afghanistan Taliban Kashmir Kabul,2,0,negative
Rechard313 ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Pakistan Afghanistan Taliban Kashmir Kabul WhoIsMahdi,1,0,negative
Relatives of Kabul family wrongly targeted by a deadly US drone strike demand compensation threaten legal action,2,0,negative
Remains of KPF and Campaign vehicles from month ago when they tried to reach Kabul but got ambushed in Sate Kandow pass Afghanistan,1,0,negative
Remember Qatar  Turkey have helped with technical support runway repairsradarcommunicationsinfrastructure to restore v minimal operations at Kabul airport but a deal on the future of the airport is stalling,1,1,negative
Report After the destruction of the Bamiyan Buddhas from their previous reign of terror the Taliban start dismantling remaining Afghan culture Hemand Afghanistan Taliban Biden UN UNHCR Kabul,1,0,negative
Report the Taliban have requested all telecommunications to be severed in Balkh Kabul and Herat Speculation Taliban carrying out atrocities and do not wish to be filmed or protestsresistance has increased they lose control Biden Aghanistan UnitedNations EU Blinken,2,0,negative
Reports 85mm RPG munition struck near Sekurtel checkpoint around 8pm about 2 hours ago Multiple explosions were reported from the area Another hit near Chamteleh substation The target is currently unknown kabul W0lverineupdate LevinaNeythiri,2,0,negative
Reports The Taliban bring back virtue and vice ministry which will implement Islamic laws Afghanistan Taliban Kabul,1,0,negative
Reports from Kabul say what is believed to be an 85mm RPG munition struck near Sekurtel checkpoint around 8pm,1,0,negative
Reports from Kabul say what is believed to be an 85mm RPG munition struck near Sekurtel checkpoint around 8pm about 15 hours ago Multiple explosions were reported from the area Another hit near Chamteleh substation The target is currently unknown Afghanistan taliban,4,0,negative
Reports of poverty and destitution out of Kabul Seeing the basic aid delivered to Afghanistan is in stark contrast to pictures of luxury foods and life shown on Snapchat Who is not suffering from change in govt franzjmarty BBCSanaSafi JamesEdgar sayedsalahuddin,2,0,negative
Reports of rocket attack on Khair Khana in PD11 Kabul No reports of any casualties are available yet kabul,1,0,negative
Resistance forces ambushed a Taliban convey in Panjshir Valley Panjshir PanjshirValley AhmadMassoud Section377 AmrullahSaleh Taliban Afghanistan TalibanTerror StandWithPanjshir SavePanjshir NationalUprising Kabul Kabulairport FreeAfghanistan,2,0,negative
Reuters Afghan diplomats chide allies call on world to deny Taliban recognition They warn about global implications of the Talibans overthrow of the Afghan government Afghanistan Kabul Biden Congress senatehearing Panjshir Balkh Ghor,2,0,negative
Reuters One month after fall of Kabul economic crisis stalks Taliban,1,0,negative
Reuters Reuters Blogger President Biden threatens ISIS they are certainly shaking with fear Afghanishtan Trump Biden USA Taliban TalibanTerror Afganistan Kabul KabulAiport,3,1,negative
RhondaGiannell1 Please provide me names and addresses of your American friends and I will get TalibanSoldiers to escort them to the border or to the airport in Kabul,1,0,negative
Rift get widened between Hakkanis and MullahAbdulGhaniBaradar Amid power clash MullahBaradar left Kabul according to media report Go for it guys Trends like ISupportMullahBaradar ISupportHakkanis is much needed to motivate themAnd enjoy the game,2,2,negative
Rocket attack in Kabul Afghanistan Several rocket hit Electricity power station in Kabul Afghanistan More details awaited KabulAttack Kabul Afghanistan,2,0,negative
Rocket attacks near a power station in Kabul,1,0,negative
Rocket attacks near a power station in Kabul BreakingNews Usa India UK SaudiArabia China Russia Colombia Australia Nepal Panjshir UAE Turkey France Germany Kabul Turkey Pakistan UN EU Qatar Internationalleaks Indonesia Japan Southafrica,1,0,negative
RonnyJacksonTX ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
RoxanaBahar1 Afghanistan terror stories Pakistan accountable for WarCrimes of ISI TalibanTerrorists SaveGenocide NationalUprisingAgainstTaliban PanjshirGenocide Kabul POTUS VP NATO EUCommission UNHRC UN EmmanuelMacron RedCross Support AmrullahSaleh2 AhmadMassoud01,1,1,negative
RubabBlogs ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
RubabBlogs ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx iPhone 13 Afghanistan Taliban Kashmir Kabul,1,0,negative
SHABAZGIL Dear PTIofficial MaddyWithKhan SHABAZGIL FaisalJavedKhan FarrukhHabibISF findbuildinvent a Haqqani Tribe in Afghanistan otherwise its really embarrassing ImranKhanPTI ImranGhazaliPK Ghummans arslankhalidm Kabul IndianDisinfoExposed There is no Haqqani Tribe,1,0,negative
SHABAZGIL ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx iPhone 13 Afghanistan Taliban Kashmir Kabul,1,0,negative
SSamiraSR You must have missed the Taliban organized afghanistanwomen rally in Kabul Afghanistan a couple of days ago,1,0,negative
SakinaMerchan15 ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Pakistan Afghanistan Taliban Kashmir Kabul,2,0,negative
SanctionPakisan if we want to FreeAfghanistan from TalibanTerror Kabul has fallen,1,0,negative
SanctionPakistan Kashmir Kabul Kandahar This Canadian is so stupid,1,0,negative
Saraa her family spent 2 long hot days in a crush of people all desperately trying to push their way into the safety of the UScontrolled airport Shots fired into the air sent the already panicked crowd into a frenzy Afghanistan Kabul 512,2,1,negative
SarahJewish1 Oh look Israel has joined the chat using the SanctionPakistan hashtag Can we now expose the Kabul ELITE who started this inhumane hashtagfor being American Israeli puppets For the Afghans Balochis taking part Allah is watching Afghanishtan Panjshir AhmadMassoud,2,0,negative
Scoop on the showdown in Kabul as rifts in the Taliban govt widen At one point Khalil ul Rahman Haqqani rose from his chair and began punching Baradar Their bodyguards then opened fire on each other,3,0,negative
Scoop on the showdown in Kabul as rifts in the Taliban govt widen At one point Khalil ul Rahman Haqqani rose from his chair and began punching Baradar Their bodyguards then opened fire on each other bpolitics Afghanistan EltafN,3,0,negative
SecBlinken Funny  Taliban Godfather of Jihadi Mass Murderers claims what  Kabul Panjshir PANJSHIR PanjshirValley PanjshirResistance Panjshiri,1,0,negative
SecBlinken POTUS Take responsibility for your failures You keep saying you inherited a deadline wo a plan Ill help you out If Biden would have began April 12 2021 the Taliban would still be in the hills for Ramadan No threat to Kabul Bagram totally cleared America out The Plan,1,1,negative
SecState said UN and USA will have sanctions on Taliban going forward Well Fred Flintstone and Barney Rubble ruling in Kabul really dint give a flying shit Dumbass 2022elections 2024elections 2026elections 25thAmendment,1,1,negative
Select a person 4 job 2 rules of AshrafGhani always 1 Must be Pashtun 2 Must be Corrupt Everyone of thm looted millions  n r having luxurious life in US Dubai Sweden Afghanistan Kabul NoToTaliban MetGala Apple 6weeksDelayUHSproff HijabIsObligatory,2,0,negative
SenatorMenendez POTUS SenatorMenendez is lucky he isnt in prison No doubt Democrats are their worst own enemy Afghanistan Kabul,3,0,negative
SenatorShaheen ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
SenatorWicker ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
Senators ewarren DMass and SteveDaines RMont introduced a bipartisan bill to award the 13 American servicemembers who lost their lives during the terrorist attacks in Kabul Afghanistan on August 26th Congressional Gold Medals SenWarren,2,2,negative
Senga insan yeh tasu Taliban gone too far this time this is wrong totally wrong fear God women are human beings MJalal700 suhailshaheen1 QaharBalkhi IeaOffice AfghanWomen Afghanistan Kabul panjshir taliban,3,0,negative
Senior Taliban leader Anas Haqqani on Thursday denied rumours about internal splits in the movement and said no conflict exists with Mullah Abdul Ghani Baradar Kabul Afghanistan etribune Haqqani Taliban MullahBaradar,2,0,negative
